session_ind i j mot0 mot1 mot2 mot3 mot4 mot5 mot6 mot7 mot8 mot9 mot10 mot11 mot12 mot13 mot14 mot15 trans_x trans_y trans_z roll pitch yaw overlap overlap_symmetric
0 0 11 0.9989825015924494 0.0450990972916040 -0.0001814816081511 -8.3377658659621776 -0.0450994619835035 0.9989738327884399 -0.0041617223324781 0.1163940783796761 -0.0000063945426978 0.0041656725095197 0.9999913235281859 -0.0676802145478548 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -8.3377658659621776 0.1163940783796761 -0.0676802145478548 0.2386761439217453 0.0003663803085022 -2.5848855951437919 0.8396928804094927 0.8396928804094927
0 12 23 0.9998641362913860 0.0163432639569493 0.0021463181297151 -9.6668283143493010 -0.0163384335767134 0.9998639892802691 -0.0022491173391804 0.0186689172781131 -0.0021827841257859 0.0022137442895607 0.9999951673831632 -0.0555639320657082 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -9.6668283143493010 0.0186689172781131 -0.0555639320657082 0.1268386104768950 0.1250644173083593 -0.9361671720249422 0.8015679913490132 0.7964007520816546
0 24 34 0.9999251088473065 -0.0078781789502702 -0.0093654147334823 -9.5121146308267690 0.0079103860195096 0.9999629087862774 0.0034068819629796 -0.0755283751888169 0.0093382273331160 -0.0034807108634369 0.9999503398480147 -0.0893307444293392 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -9.5121146308267690 -0.0755283751888169 -0.0893307444293392 -0.1994391408960498 -0.5350487907778418 0.4532562235183598 0.7310855263157895 0.7310855263157895
0 35 44 0.9999418873489129 0.0101003678349008 -0.0037688850729971 -8.9847066056322351 -0.0100844423666407 0.9999402424049803 0.0042208578776091 0.0122692502648669 0.0038112920706319 -0.0041826054880629 0.9999839898038787 -0.1524495971208072 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -8.9847066056322351 0.0122692502648669 -0.1524495971208072 -0.2396480811482675 -0.2183714788164922 -0.5778099768304003 0.8324420677361853 0.8057280883367840
0 45 55 0.9999758668910791 0.0042096934073972 0.0055266732172930 -9.8785135235280084 -0.0041801020329951 0.9999769253071675 -0.0053549603376006 -0.0280941590662278 -0.0055490884322362 0.0053317290478082 0.9999703897030813 -0.0878125911472660 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -9.8785135235280084 -0.0280941590662278 -0.0878125911472660 0.3054917228117481 0.3179409790196065 -0.2395065894497064 0.8757204610951008 0.8497029010835372
0 56 66 0.9999638004373504 0.0076091627255305 0.0038076840083207 -9.4885887490402929 -0.0076276818815962 0.9999590354602754 0.0048729734730495 0.0167248394882367 -0.0037704487801843 -0.0049018408758620 0.9999808776531799 -0.0575692829177086 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -9.4885887490402929 0.0167248394882367 -0.0575692829177086 -0.2808579151766866 0.2160313138372894 -0.4370413239022364 0.7506802721088436 0.7506802721088436
0 67 79 0.9998603561022352 0.0155163672552440 -0.0062056943456557 -9.8655016010891501 -0.0156268764715218 0.9997127046073211 -0.0181744044870593 0.0030463096355057 0.0059219107435953 0.0182688421613368 0.9998155731829892 -0.1416734800284043 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -9.8655016010891501 0.0030463096355057 -0.1416734800284043 1.0468041429100730 -0.3393024754488305 -0.8954062155251722 0.8645339652448657 0.8631703470031545
0 80 98 0.9841735009330447 -0.1765541414796250 -0.0152037885932024 -9.9081711826359697 0.1766451893818730 0.9842626004547370 0.0048590548794158 -1.4174821584262585 0.0141066342348718 -0.0074678291672687 0.9998726090848236 -0.2680683398788188 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -9.9081711826359697 -1.4174821584262585 -0.2680683398788188 -0.4279216509991698 -0.8082774137853989 10.1754354683170014 0.9133738601823708 0.6580892417191350
0 99 126 0.2635284298991641 -0.9636978564878650 0.0428859888025904 -8.7102554558841678 0.9629163288020857 0.2654597099236835 0.0482004785613916 -4.3696754901588530 -0.0578352000186283 0.0285934224591659 0.9979165826014101 0.2294885752227873 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -8.7102554558841678 -4.3696754901588530 0.2294885752227873 1.6412537220720169 3.3155629999713616 74.6942244582349133 0.6154898741105638 0.6154898741105638
0 127 144 0.9950826390364398 -0.0984119428851999 -0.0112085229104643 -9.9927677297717725 0.0987189521632652 0.9946233380900698 0.0312887169815927 -0.1103057992491479 0.0080690750437213 -0.0322413527031265 0.9994475399958777 -0.0498998037497456 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000 -9.9927677297717725 -0.1103057992491479 -0.0498998037497456 -1.8476738033903251 -0.4623289617097599 5.6655918756484551 0.6538087520259319 0.6538087520259319
